time/total_timesteps,eval/mean_ep_length,eval/mean_reward,time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,train/approx_kl,train/learning_rate,train/explained_variance,train/n_updates,train/loss,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/value_loss,train/clip_range,train/std
9640,,,9877,0,96.44727211,4.66,241,,,,,,,,,,,
9680,5.0,74.33074402809143,,,,,,0.014928054,0.0003,0.39093220233917236,2410,128.34498596191406,-2.650470072031021,0.1350000025704503,-0.006373387932255792,690.1098503112793,0.2,0.6239890456199646
9680,,,9911,0,93.40524072000002,4.65,242,,,,,,,,,,,
9720,5.0,91.05588245391846,,,,,,0.04985148,0.0003,0.32168591022491455,2420,246.3179931640625,-2.6504086434841154,0.2700000060722232,-0.005832221468008358,658.113429260254,0.2,0.6243281364440918
9720,,,9926,0,94.55083971,4.73,243,,,,,,,,,,,
9760,5.0,93.32392406463623,,,,,,0.027284056,0.0003,0.5463906526565552,2430,151.1624755859375,-2.647037649154663,0.2350000051781535,0.005477161082380921,518.5264790534973,0.2,0.6240593194961548
9760,,,9941,0,95.0908475,4.72,244,,,,,,,,,,,
9800,5.0,124.26509284973145,,,,,,0.029890243,0.0003,0.2570491433143616,2440,1139.3187255859375,-2.6440011501312255,0.20000000353902578,-0.015084177847893444,1734.5401126861573,0.2,0.623808741569519
9800,,,9956,0,94.22620051,4.68,245,,,,,,,,,,,
9840,5.0,90.54773902893066,,,,,,0.0717519,0.0003,0.269630491733551,2450,809.0181884765625,-2.642527002096176,0.43500000834465025,-0.010362007695948704,1152.8119459152222,0.2,0.6244470477104187
9840,,,9973,0,96.71349951,4.68,246,,,,,,,,,,,
9880,5.0,132.69397735595703,,,,,,0.03335061,0.0003,0.489349365234375,2460,143.9017791748047,-2.6401720702648164,0.40250000953674314,-0.026145116744883134,708.4894138336182,0.2,0.6243005990982056
9880,,,9988,0,95.28541981999999,4.65,247,,,,,,,,,,,
9920,5.0,112.04167646169662,,,,,,0.017343875,0.0003,0.2812579870223999,2470,366.24163818359375,-2.6368819802999495,0.1950000036507845,-0.006587721621472154,1395.9480911254882,0.2,0.624252438545227
9920,,,10005,0,93.45999932000002,4.61,248,,,,,,,,,,,
9960,5.0,95.76620769500732,,,,,,0.032500185,0.0003,0.22227925062179565,2480,655.8256225585938,-2.631985366344452,0.36750000845640896,0.004739274937310256,1006.9958847045898,0.2,0.6224721670150757
9960,,,10064,0,93.3933368,4.62,249,,,,,,,,,,,
10000,5.0,101.31977081298828,,,,,,0.026532803,0.0003,0.36684393882751465,2490,432.5317687988281,-2.629134050011635,0.19500000383704902,-0.01357895554224342,1024.5516021728515,0.2,0.6239240169525146
10000,,,10080,0,94.64907284,4.64,250,,,,,,,,,,,
10040,5.0,94.8104419708252,,,,,,0.018481027,0.0003,0.3508639931678772,2500,269.2105407714844,-2.6348753929138184,0.09500000197440386,0.004788925652974285,975.6790869712829,0.2,0.6260141730308533
10040,,,10095,0,95.42881274,4.66,251,,,,,,,,,,,
10080,5.0,70.66296172142029,,,,,,0.14444311,0.0003,0.40038514137268066,2510,236.1549835205078,-2.637541431188583,0.31750000789761545,-0.02804961890476987,1104.2332285881043,0.2,0.623798131942749
10080,,,10140,0,97.68075728,4.66,252,,,,,,,,,,,
10120,5.0,81.67536067962646,,,,,,0.054843925,0.0003,0.1432470679283142,2520,372.049560546875,-2.626412698626518,0.22250000517815352,-0.027788521750480875,1078.2577026367187,0.2,0.6238404512405396
10120,,,10156,0,97.25394103000002,4.63,253,,,,,,,,,,,
10160,5.0,136.0645523071289,,,,,,0.045418546,0.0003,0.2363547682762146,2530,310.7749938964844,-2.6310020864009855,0.2825000062584877,-0.021433542037939325,1206.562400817871,0.2,0.6258413791656494
10160,,,10171,0,97.32757991,4.63,254,,,,,,,,,,,
10200,5.0,97.03099346160889,,,,,,0.07748895,0.0003,0.5509867370128632,2540,134.31134033203125,-2.6336087733507156,0.41500000916421415,-0.002127265708404558,329.7282847881317,0.2,0.6249457597732544
10200,,,10185,1,95.23609511999999,4.61,255,,,,,,,,,,,
10240,2.0,21.838308334350586,,,,,,0.011697687,0.0003,0.39683669805526733,2550,574.0910034179688,-2.6295169442892075,0.3500000085681677,0.018442536622169436,779.0318872451783,0.2,0.6236406564712524
10240,,,10199,1,94.27034038,4.63,256,,,,,,,,,,,
10280,5.0,71.49623966217041,,,,,,0.02807999,0.0003,0.23311960697174072,2560,235.6114044189453,-2.6236545860767366,0.2350000051781535,-0.007011921247831232,803.4040504455567,0.2,0.6214784979820251
10280,,,10214,1,95.18785197,4.64,257,,,,,,,,,,,
10320,5.0,131.55828666687012,,,,,,0.016411161,0.0003,0.2524862289428711,2570,268.39495849609375,-2.611859267950058,0.37500000838190317,-0.023438266540979403,1162.4143768310546,0.2,0.6197851300239563
10320,,,10229,1,91.31737002999998,4.61,258,,,,,,,,,,,
10360,5.0,104.45801162719727,,,,,,0.037324388,0.0003,0.4133192300796509,2580,417.30029296875,-2.6102625250816347,0.26750000584870576,-0.01732858279727225,775.4810220718384,0.2,0.6200063824653625
10360,,,10244,1,96.00328894000002,4.71,259,,,,,,,,,,,
10400,5.0,87.00354290008545,,,,,,0.036434017,0.0003,0.45879942178726196,2590,165.2559051513672,-2.615623551607132,0.2300000049173832,-0.024728762822487614,645.1763160705566,0.2,0.6215990781784058
10400,,,10260,1,96.64770469,4.72,260,,,,,,,,,,,
10440,5.0,89.30348205566406,,,,,,0.026978321,0.0003,0.501622885465622,2600,283.86083984375,-2.6186273366212847,0.2625000050291419,-0.015947815201507187,506.0265118598938,0.2,0.6210250854492188
10440,,,10274,1,95.55936573000001,4.71,261,,,,,,,,,,,
10480,5.0,115.92578125,,,,,,0.04660394,0.0003,0.3242049813270569,2610,410.5539245605469,-2.6116049200296403,0.25000000447034837,-0.015217560280689213,735.4220049858093,0.2,0.6181350946426392
10480,,,10288,1,95.42620339000001,4.71,262,,,,,,,,,,,
10520,4.0,94.74763488769531,,,,,,0.010223617,0.0003,0.3947325348854065,2620,768.2649536132812,-2.609776309132576,0.17000000271946192,-0.01459351047280506,789.1617295265198,0.2,0.6199593544006348
10520,,,10304,1,92.88890036000002,4.66,263,,,,,,,,,,,
10560,5.0,101.44786930084229,,,,,,0.12520564,0.0003,0.18126773834228516,2630,410.790283203125,-2.6108702450990675,0.4575000094249845,0.020383383332227823,1536.6886476516725,0.2,0.619403600692749
10560,,,10319,1,94.81616688999999,4.68,264,,,,,,,,,,,
10600,5.0,82.45679759979248,,,,,,0.1553803,0.0003,0.35436660051345825,2640,236.7563934326172,-2.6074012219905853,0.31500000692903996,0.0012305848347023308,896.4123220443726,0.2,0.6203339695930481
10600,,,10335,1,95.50885987,4.7,265,,,,,,,,,,,
10640,5.0,109.77865028381348,,,,,,0.04623696,0.0003,0.24871772527694702,2650,142.66375732421875,-2.607544332742691,0.3375000074505806,-0.03502759812545264,1043.844395160675,0.2,0.619556725025177
10640,,,10350,1,94.76413686,4.69,266,,,,,,,,,,,
10680,5.0,129.22596168518066,,,,,,0.060742214,0.0003,0.23429208993911743,2660,1559.059814453125,-2.6080349743366242,0.2375000048428774,-0.02470103564526651,734.8900608062744,0.2,0.621623158454895
10680,,,10411,1,94.2577687,4.66,267,,,,,,,,,,,
10720,3.0,30.405152320861816,,,,,,0.012702223,0.0003,0.29942983388900757,2670,587.343994140625,-2.6096125811338426,0.15500000286847354,-0.004728044653020324,987.2011735916137,0.2,0.6199837923049927
10720,,,10424,1,96.08811764999999,4.65,268,,,,,,,,,,,
10760,5.0,53.25963020324707,,,,,,0.022850124,0.0003,0.3262709379196167,2680,519.7904052734375,-2.6036098837852477,0.20500000528991222,-0.008502880566229576,898.1815380096435,0.2,0.6199086904525757
10760,,,10440,1,97.08698368000002,4.72,269,,,,,,,,,,,
10800,5.0,164.99463653564453,,,,,,0.036601275,0.0003,0.476165771484375,2690,160.95370483398438,-2.6034489989280702,0.2750000063329935,-0.009667705815081718,458.54194059371946,0.2,0.6200746893882751
10800,,,10456,1,97.49511735,4.72,270,,,,,,,,,,,
10840,5.0,92.1755781173706,,,,,,0.012957234,0.0003,0.4148264527320862,2700,314.7345275878906,-2.6034735798835755,0.13000000193715094,-0.0028916326488615416,912.8543201446533,0.2,0.6210748553276062
10840,,,10470,1,98.5775112,4.72,271,,,,,,,,,,,
10880,5.0,113.31787168979645,,,,,,0.018540958,0.0003,0.4950491786003113,2710,540.8532104492188,-2.6103104561567307,0.1900000037625432,-0.017019711544708115,874.1105026245117,0.2,0.6241352558135986
10880,,,10485,1,97.81710215000001,4.68,272,,,,,,,,,,,
10920,5.0,96.53347188234329,,,,,,0.057096135,0.0003,0.327358603477478,2720,181.94354248046875,-2.615332680940628,0.43750000949949025,-0.00639724770291652,1086.183450126648,0.2,0.6239604353904724
10920,,,10499,1,99.49262066,4.7,273,,,,,,,,,,,
10960,5.0,42.64466428756714,,,,,,0.058849864,0.0003,0.5508355498313904,2730,161.39773559570312,-2.6083289086818695,0.1400000024586916,-0.005585190770216286,523.0301956176758,0.2,0.6223464608192444
10960,,,10514,1,101.54458352,4.69,274,,,,,,,,,,,
11000,5.0,131.02735328674316,,,,,,0.0213488,0.0003,0.3495017886161804,2740,526.8638916015625,-2.602582922577858,0.24250000547617673,-0.019270251386624294,1285.3353423118592,0.2,0.6211556196212769
11000,,,10528,1,102.53099689000001,4.78,275,,,,,,,,,,,
11040,5.0,115.46259880065918,,,,,,0.026587984,0.0003,0.5106624960899353,2750,709.0554809570312,-2.5985861480236054,0.17750000394880772,0.003999276467075097,764.6636751651764,0.2,0.6212267875671387
11040,,,10543,1,101.06773599999998,4.76,276,,,,,,,,,,,
11080,5.0,210.62895584106445,,,,,,0.08791647,0.0003,0.27602308988571167,2760,428.2147216796875,-2.605114758014679,0.6050000142306089,0.0031853931536898195,902.9769091129303,0.2,0.6241535544395447
11080,,,10558,1,104.02698004,4.81,277,,,,,,,,,,,
11120,5.0,83.31037521362305,,,,,,0.02687388,0.0003,0.4473826289176941,2770,442.53302001953125,-2.6074297189712525,0.3350000074133277,-0.024598574443525666,1296.699439907074,0.2,0.6245226860046387
11120,,,10621,1,104.52722670000003,4.76,278,,,,,,,,,,,
11160,5.0,81.02418899536133,,,,,,0.03368132,0.0003,0.1229282021522522,2780,1487.2333984375,-2.603638881444931,0.2600000062957406,0.021579547270193865,1273.535140657425,0.2,0.622767448425293
11160,,,10635,1,104.92222353000001,4.79,279,,,,,,,,,,,
11200,5.0,140.08613204956055,,,,,,0.047049,0.0003,0.4354988932609558,2790,255.36685180664062,-2.5976608872413633,0.4350000102072954,-0.0083671071747085,713.3844040870666,0.2,0.6217535138130188
11200,,,10696,1,104.69367488,4.79,280,,,,,,,,,,,
11240,5.0,57.96439242362976,,,,,,0.059130915,0.0003,0.38537412881851196,2800,331.964599609375,-2.585419601202011,0.4225000079721212,-0.018711720418796186,693.4002440452575,0.2,0.6191704273223877
11240,,,10714,1,102.83271676,4.73,281,,,,,,,,,,,
11280,4.0,65.38682174682617,,,,,,0.1649487,0.0003,0.10732835531234741,2810,1455.7698974609375,-2.572184455394745,0.4150000074878335,-0.02069082391790289,1887.7521534919738,0.2,0.6170064806938171
11280,,,10731,1,98.25391712999999,4.67,282,,,,,,,,,,,
11320,5.0,146.5896987915039,,,,,,0.05217489,0.0003,0.17371821403503418,2820,440.15667724609375,-2.5649772614240645,0.4525000097230077,-0.014307278424021196,1251.8387936592103,0.2,0.6175845265388489
11320,,,10746,1,97.27040158999996,4.68,283,,,,,,,,,,,
11360,5.0,160.8223934173584,,,,,,0.02519344,0.0003,0.2470797896385193,2830,245.4263916015625,-2.5659252226352693,0.2625000050291419,-0.010270201867842842,1023.8138692855835,0.2,0.6166102886199951
11360,,,10761,1,97.40048299000001,4.68,284,,,,,,,,,,,
11400,5.0,116.07064151763916,,,,,,0.02127305,0.0003,0.535715639591217,2840,225.95687866210938,-2.566466560959816,0.1850000038743019,-0.008156547291873723,527.7353107452393,0.2,0.6166792511940002
11400,,,10775,1,96.20607206999998,4.67,285,,,,,,,,,,,
11440,5.0,122.57888603210449,,,,,,0.0113758575,0.0003,0.4550887942314148,2850,285.47515869140625,-2.5559741288423536,0.26500000562518833,-0.016837732703770602,598.6482173919678,0.2,0.6128702163696289
11440,,,10789,1,94.34161514000002,4.65,286,,,,,,,,,,,
11480,5.0,97.90762138366699,,,,,,0.04294744,0.0003,0.26836907863616943,2860,199.2303466796875,-2.5458208203315733,0.3225000070407987,-0.0017000804684357718,975.210341835022,0.2,0.6119135618209839
11480,,,10804,1,94.93382545000004,4.62,287,,,,,,,,,,,
11520,5.0,130.59710502624512,,,,,,0.09403104,0.0003,0.22526001930236816,2870,656.1426391601562,-2.546926775574684,0.24750000555068255,-0.022714333943293925,1716.8761630058289,0.2,0.6120022535324097
11520,,,10820,1,94.62918739000001,4.62,288,,,,,,,,,,,
11560,5.0,67.49705028533936,,,,,,0.034891404,0.0003,0.45371949672698975,2880,183.98092651367188,-2.549261826276779,0.3775000091642141,-0.004580722554164818,710.0040165901185,0.2,0.61354660987854
11560,,,10836,1,93.44641584000003,4.63,289,,,,,,,,,,,
11600,5.0,114.54709815979004,,,,,,0.0073971613,0.0003,0.3906219005584717,2890,171.79974365234375,-2.550172191858292,0.22250000443309545,-0.0019822720131196458,706.563659286499,0.2,0.6117022037506104
11600,,,10850,1,94.40260773999997,4.65,290,,,,,,,,,,,
11640,5.0,107.06476211547852,,,,,,0.039794877,0.0003,0.3716387152671814,2900,207.36270141601562,-2.539474603533745,0.22250000480562449,-0.008376031898806102,706.4798942565918,0.2,0.6103464365005493
11640,,,10910,1,95.39564912000002,4.62,291,,,,,,,,,,,
11680,5.0,37.10174560546875,,,,,,0.021045964,0.0003,0.30086320638656616,2910,746.35498046875,-2.535242661833763,0.3350000072270632,-0.018338453499745812,1373.5066841125488,0.2,0.6106058955192566
11680,,,10924,1,99.05161289,4.69,292,,,,,,,,,,,
11720,5.0,121.60713005065918,,,,,,0.017343093,0.0003,0.5275022685527802,2920,122.5047836303711,-2.533383297920227,0.35000000689178706,-0.00820940398713903,555.9598456382752,0.2,0.609447717666626
11720,,,10939,1,101.27191968999999,4.72,293,,,,,,,,,,,
11760,5.0,113.82389640808105,,,,,,0.039467797,0.0003,0.48846322298049927,2930,359.17547607421875,-2.526243180036545,0.4125000098720193,-0.027634289804263967,588.9156305313111,0.2,0.607495903968811
11760,,,10954,1,102.35380869999999,4.74,294,,,,,,,,,,,
11800,5.0,120.9875659942627,,,,,,0.06795293,0.0003,0.25917088985443115,2940,302.735595703125,-2.517639568448067,0.30750000607222316,0.02051499299996067,1112.902354812622,0.2,0.6068297624588013
11800,,,11062,1,101.66781127000002,4.69,295,,,,,,,,,,,
11840,5.0,147.67538833618164,,,,,,0.009095721,0.0003,0.1010584831237793,2950,322.2848815917969,-2.515729296207428,0.2625000046566129,0.013090322048083181,1352.9360972881318,0.2,0.6080286502838135
11840,,,11077,1,99.45078142999999,4.68,296,,,,,,,,,,,
11880,5.0,122.14593124389648,,,,,,0.053194962,0.0003,0.3099028468132019,2960,514.5272827148438,-2.509154298901558,0.44000001046806575,-0.0054877328418660885,941.4225405216217,0.2,0.6046245694160461
11880,,,11091,1,102.57810916000003,4.71,297,,,,,,,,,,,
11920,5.0,125.81608772277832,,,,,,0.008213452,0.0003,0.5109908878803253,2970,320.26983642578125,-2.502423068881035,0.10250000208616257,-0.004844134003760691,738.7283899307251,0.2,0.6055458784103394
11920,,,11150,1,103.68045115999999,4.72,298,,,,,,,,,,,
11960,5.0,84.78806114196777,,,,,,0.04474269,0.0003,0.46907418966293335,2980,286.0446472167969,-2.501527577638626,0.3100000062957406,-0.02365797572012527,667.3047937393188,0.2,0.6055502891540527
11960,,,11166,1,102.77476883000001,4.7,299,,,,,,,,,,,
12000,5.0,73.96196174621582,,,,,,0.3055147,0.0003,0.18035686016082764,2990,116.67997741699219,-2.5004954516887663,0.5950000094249844,0.084416072074564,1092.5692598342896,0.2,0.605351984500885
12000,,,11180,1,103.90520853000002,4.73,300,,,,,,,,,,,
12040,5.0,103.15909957885742,,,,,,0.018358838,0.0003,0.4515371322631836,3000,311.8359069824219,-2.50410258769989,0.3200000077486038,-0.02853553390450514,738.4655296325684,0.2,0.605364203453064
12040,,,11195,1,103.77532526,4.76,301,,,,,,,,,,,
12080,5.0,132.36199569702148,,,,,,0.016848609,0.0003,0.4560646414756775,3010,297.946044921875,-2.501391831040382,0.17250000312924385,-0.01879816506769203,596.8337598800659,0.2,0.6045930981636047
12080,,,11210,1,102.9140981,4.74,302,,,,,,,,,,,
12120,5.0,133.1159267425537,,,,,,0.04866255,0.0003,0.1770339012145996,3020,317.4033508300781,-2.4921561151742937,0.37500000819563867,0.0042392360972007825,806.1530931472778,0.2,0.6029360294342041
12120,,,11225,1,102.36820607,4.73,303,,,,,,,,,,,
12160,5.0,118.00202941894531,,,,,,0.01661259,0.0003,0.3203340172767639,3030,202.50888061523438,-2.4852023780345918,0.24000000581145287,-0.0057628561102319505,1026.3062537193298,0.2,0.6014580130577087
12160,,,11239,1,103.07193212000001,4.73,304,,,,,,,,,,,
12200,5.0,100.33991622924805,,,,,,0.021729564,0.0003,0.4110361337661743,3040,436.54437255859375,-2.4778781175613402,0.19500000458210706,-0.010047590700705733,885.2245895385743,0.2,0.6004434823989868
12200,,,11255,1,101.22121906000001,4.65,305,,,,,,,,,,,
12240,4.0,89.66857147216797,,,,,,0.021461535,0.0003,0.1308339238166809,3050,669.3289184570312,-2.473088228702545,0.4000000074505806,0.011197980531724171,1394.8717288017274,0.2,0.5996904969215393
12240,,,11270,1,101.90262706000001,4.7,306,,,,,,,,,,,
12280,5.0,115.55276489257812,,,,,,0.06985213,0.0003,0.41053545475006104,3060,449.5555419921875,-2.4678287655115128,0.3125000072643161,-0.009515448052861752,897.6061033248901,0.2,0.5990830063819885
12280,,,11286,1,101.31210519999999,4.66,307,,,,,,,,,,,
12320,5.0,104.91372108459473,,,,,,0.031348467,0.0003,0.12367290258407593,3070,1548.6195068359375,-2.4646045953035354,0.2175000049173832,-0.018634343529447504,1745.6408254623414,0.2,0.5991266965866089
12320,,,11300,1,103.10979512000002,4.67,308,,,,,,,,,,,
12360,5.0,114.85120964050293,,,,,,0.035905834,0.0003,0.4336140751838684,3080,151.40264892578125,-2.4596272826194765,0.4775000086054206,-0.02557802002193057,731.6225281476975,0.2,0.5982508659362793
12360,,,11316,1,103.07876984,4.62,309,,,,,,,,,,,
12400,5.0,99.85362434387207,,,,,,0.2695982,0.0003,0.2590404152870178,3090,612.462646484375,-2.4564067363739013,0.6075000068172812,0.02203523917327401,1778.054222869873,0.2,0.5978312492370605
12400,,,11332,1,101.84465303,4.6,310,,,,,,,,,,,
12440,5.0,113.70744800567627,,,,,,0.0211424,0.0003,0.08904045820236206,3100,1975.869873046875,-2.454026994109154,0.2750000057742,-0.017763174879582944,1074.5185075759887,0.2,0.5981890559196472
12440,,,11345,1,100.63836447,4.61,311,,,,,,,,,,,
12480,5.0,136.68924808502197,,,,,,0.014532823,0.0003,0.4686318635940552,3110,402.60894775390625,-2.455990344285965,0.24750000555068255,-0.016205773718029382,583.7965431213379,0.2,0.5987666845321655
12480,,,11359,1,98.81018175999999,4.52,312,,,,,,,,,,,
12520,5.0,107.51002597808838,,,,,,0.05420398,0.0003,0.2133309245109558,3120,256.82623291015625,-2.4536360055208206,0.2450000040233135,0.020016906841356086,1161.2252378463745,0.2,0.597622275352478
12520,,,11374,1,101.03271731999999,4.53,313,,,,,,,,,,,
12560,5.0,111.7244815826416,,,,,,0.0111532025,0.0003,0.3125002384185791,3130,830.9623413085938,-2.446223792433739,0.24750000555068255,0.011065834396285945,924.3023878097534,0.2,0.5970168113708496
12560,,,11388,1,103.55430765000003,4.57,314,,,,,,,,,,,
12600,5.0,68.15117359161377,,,,,,0.042114645,0.0003,0.5913637280464172,3140,220.63099670410156,-2.43368681371212,0.25500000547617674,-0.010094085166929289,584.8051652908325,0.2,0.593775749206543
12600,,,11449,1,102.29202528999998,4.53,315,,,,,,,,,,,
12640,5.0,121.5390625,,,,,,0.007846547,0.0003,0.2519192099571228,3150,555.864990234375,-2.4225327402353285,0.09750000145286322,-0.00434426740597701,1202.576763010025,0.2,0.5928102731704712
12640,,,11463,1,102.28343380999999,4.57,316,,,,,,,,,,,
12680,3.0,44.04552459716797,,,,,,0.15455781,0.0003,0.49103832244873047,3160,265.88433837890625,-2.4178099066019056,0.48750000912696123,-0.019933622444659703,712.3852476119995,0.2,0.5924884080886841
12680,,,11479,1,103.70598034999999,4.57,317,,,,,,,,,,,
12720,5.0,116.22164154052734,,,,,,0.04525806,0.0003,0.23275381326675415,3170,726.6602172851562,-2.419172766804695,0.4650000100955367,-0.02986688911681995,1394.9841172218323,0.2,0.5942061543464661
12720,,,11494,1,103.33849421999999,4.6,318,,,,,,,,,,,
12760,5.0,102.2135066986084,,,,,,0.12673987,0.0003,0.3611569404602051,3180,576.4840087890625,-2.4228615283966066,0.460000010766089,0.014217429243726664,976.2596397399902,0.2,0.5933040380477905
12760,,,11510,1,104.04732177,4.61,319,,,,,,,,,,,
12800,5.0,157.29531860351562,,,,,,0.07576988,0.0003,0.3069833517074585,3190,250.27561950683594,-2.422033444046974,0.5475000124424696,-0.01548260101058987,800.9250052452087,0.2,0.5925201773643494
12800,,,11525,1,101.34944687000001,4.59,320,,,,,,,,,,,
