time/total_timesteps,eval/mean_reward,eval/mean_ep_length,time/fps,time/time_elapsed,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,train/policy_gradient_loss,train/n_updates,train/value_loss,train/approx_kl,train/entropy_loss,train/loss,train/std,train/learning_rate,train/explained_variance,train/clip_range,train/clip_fraction
3240,323.81693863868713,5.0,,,,,,-0.017334147162328017,800,16412.673706054688,0.01086919,-3.96124387383461,5145.84033203125,0.9093461036682129,0.0003,0.006779730319976807,0.2,0.11250000186264515
3240,,,0,3958,81,110.00979432999999,2.76,,,,,,,,,,,
3280,-5.0,1.0,,,,,,-0.01546952318516559,810,14837.23836669922,0.0045209527,-3.9581783801317214,3186.569091796875,0.9084159135818481,0.0003,0.03205817937850952,0.2,0.2175000051036477
3280,,,0,3978,82,115.49240931,2.84,,,,,,,,,,,
3320,78.38245391845703,3.0,,,,,,-0.01860852289551985,820,15722.101351928712,0.015200099,-3.9552193373441695,4471.84228515625,0.9074729681015015,0.0003,-0.0274430513381958,0.2,0.13250000234693288
3320,,,0,4053,83,108.24308697999999,2.83,,,,,,,,,,,
3360,-5.0,1.0,,,,,,-0.017750083560858908,830,9592.014602661133,0.018346168,-3.954348224401474,4676.26416015625,0.9079453349113464,0.0003,0.04188883304595947,0.2,0.2650000054389238
3360,,,0,4077,84,112.59917553999999,2.87,,,,,,,,,,,
3400,1.017460823059082,2.0,,,,,,-0.01469642768464836,840,10462.702215576172,0.010572662,-3.9546967178583143,14654.421875,0.9075719714164734,0.0003,0.02296912670135498,0.2,0.07750000115483999
3400,,,0,4104,85,101.33253943,2.7,,,,,,,,,,,
3440,-5.0,1.0,,,,,,-0.030168641635154935,850,13004.532516479492,0.017649714,-3.9519889801740646,4122.1396484375,0.9062597751617432,0.0003,-0.03129088878631592,0.2,0.22750000525265932
3440,,,0,4134,86,83.46827560000001,2.48,,,,,,,,,,,
3480,91.37162780761719,2.0,,,,,,-0.026828806893172442,860,8162.798287963868,0.023354527,-3.9498559445142747,2258.55224609375,0.9068268537521362,0.0003,-0.01862049102783203,0.2,0.3250000072643161
3480,,,0,4155,87,77.33966786,2.39,,,,,,,,,,,
3520,128.8547739982605,5.0,,,,,,-0.010626470129136579,870,10538.461480712891,0.013841316,-3.9522814452648163,1306.3525390625,0.9073159694671631,0.0003,-0.033405303955078125,0.2,0.09250000137835741
3520,,,0,4174,88,84.35322278,2.37,,,,,,,,,,,
3560,417.4799461364746,5.0,,,,,,-0.02647889490781381,880,30148.009649658205,0.015325934,-3.9526800125837327,13720.9599609375,0.9068073034286499,0.0003,0.005511641502380371,0.2,0.13000000212341548
3560,,,0,4231,89,90.44785316,2.45,,,,,,,,,,,
3600,671.4587326049805,5.0,,,,,,-0.010672026447718964,890,14887.82451171875,0.014609758,-3.9490234434604643,12006.0126953125,0.9055530428886414,0.0003,-0.020935416221618652,0.2,0.24500000551342965
3600,,,0,4254,90,112.07317069000001,2.61,,,,,,,,,,,
3640,474.9810485839844,5.0,,,,,,-0.029257764965004762,900,29234.673776245116,0.01812225,-3.9457270711660386,7027.728515625,0.90489661693573,0.0003,0.030418992042541504,0.2,0.1375000026077032
3640,,,0,4275,91,113.59463871000001,2.65,,,,,,,,,,,
3680,380.1877098083496,5.0,,,,,,-0.013364464062105985,910,18653.886548233033,0.051335104,-3.943842115998268,17972.650390625,0.90489262342453,0.0003,0.03544032573699951,0.2,0.3250000072643161
3680,,,0,4298,92,121.18930037999999,2.62,,,,,,,,,,,
3720,58.183692932128906,2.0,,,,,,-0.004223455618466687,920,14329.864382934571,0.00787401,-3.9429543048143385,7821.02490234375,0.9043407440185547,0.0003,-0.006827950477600098,0.2,0.022500000335276125
3720,,,0,4359,93,125.92766914000002,2.68,,,,,,,,,,,
3760,88.76380062103271,5.0,,,,,,-0.02546776303766819,930,9468.784942626953,0.026573945,-3.9394631296396256,3437.300537109375,0.9027594327926636,0.0003,-0.04033780097961426,0.2,0.287500006519258
3760,,,0,4382,94,124.61580976,2.65,,,,,,,,,,,
3800,327.1978416442871,5.0,,,,,,-0.026968010771925056,940,11215.528033447266,0.03353662,-3.931650146842003,19869.037109375,0.9009561538696289,0.0003,-0.010814070701599121,0.2,0.4425000099465251
3800,,,0,4404,95,132.66012224,2.74,,,,,,,,,,,
3840,161.06475830078125,4.0,,,,,,-0.021424264488668986,950,27225.033087158205,0.018838383,-3.9291919857263564,26725.400390625,0.900575578212738,0.0003,0.008724808692932129,0.2,0.1400000024586916
3840,,,0,4426,96,137.55293073,2.79,,,,,,,,,,,
3880,180.89182090759277,4.0,,,,,,-0.0193486258352641,960,11330.307325744629,0.008550178,-3.9283768802881243,6922.29833984375,0.9007443785667419,0.0003,-0.028524279594421387,0.2,0.11750000193715096
3880,,,0,4450,97,120.57359903999999,2.59,,,,,,,,,,,
3920,10.200456619262695,3.0,,,,,,-0.011382656443238371,970,12702.091046142577,0.03012548,-3.927641600370407,2914.873291015625,0.9001321792602539,0.0003,-0.013927459716796875,0.2,0.18750000447034837
3920,,,0,4472,98,114.25550396,2.61,,,,,,,,,,,
3960,183.8492478132248,5.0,,,,,,-0.027504728871281258,980,6585.707551574707,0.055789765,-3.923753705620766,1793.521728515625,0.8978617191314697,0.0003,0.03248882293701172,0.2,0.3525000074878335
3960,,,0,4494,99,113.71872547,2.65,,,,,,,,,,,
4000,523.7172164916992,5.0,,,,,,-0.015388210842938866,990,8900.969509124756,0.027228378,-3.9199061363935472,3790.359375,0.8982559442520142,0.0003,0.05287671089172363,0.2,0.2425000049173832
4000,,,0,4516,100,129.25568392000002,2.82,,,,,,,,,,,
4040,119.06322860717773,3.0,,,,,,-0.0023013758541492457,1000,22855.654248046874,0.009774409,-3.91960209608078,4361.2685546875,0.8976370692253113,0.0003,0.014079689979553223,0.2,0.09000000152736902
4040,,,0,4536,101,137.7410991,2.95,,,,,,,,,,,
4080,350.5290985107422,5.0,,,,,,-0.015830582248963766,1010,11837.419184875489,0.026929723,-3.9150643765926363,2025.9544677734375,0.8954818248748779,0.0003,0.03228944540023804,0.2,0.23500000536441804
4080,,,0,4600,102,136.84933848,2.99,,,,,,,,,,,
4120,642.2658233642578,5.0,,,,,,-0.01460254616667953,1020,11680.735662078858,0.012408553,-3.9054333329200746,3094.190673828125,0.8920073509216309,0.0003,-0.04359102249145508,0.2,0.19750000331550838
4120,,,0,4623,103,125.35675103,2.86,,,,,,,,,,,
4160,363.52540397644043,5.0,,,,,,-0.030690436622535344,1030,13496.871012878419,0.019230995,-3.897610732913017,3268.4326171875,0.891347348690033,0.0003,0.051138460636138916,0.2,0.29750000648200514
4160,,,0,4688,104,129.19860118,2.89,,,,,,,,,,,
4200,366.5309143066406,5.0,,,,,,-0.023141319332080457,1040,13631.29136352539,0.010178529,-3.8951778382062914,2611.377197265625,0.8905168771743774,0.0003,-0.04459953308105469,0.2,0.1525000024586916
4200,,,0,4708,105,145.12832618000002,3.03,,,,,,,,,,,
4240,7.90926456451416,2.0,,,,,,-0.020816333976108582,1050,15027.372434997558,0.011145916,-3.8917722433805464,9789.1875,0.8890403509140015,0.0003,0.059256792068481445,0.2,0.21750000435858965
4240,,,0,4726,106,140.7167559,3.0,,,,,,,,,,,
4280,370.94638442993164,5.0,,,,,,-0.018946474570548145,1060,8375.463137817384,0.029059827,-3.8827812373638153,3883.156494140625,0.8865922689437866,0.0003,-0.05705904960632324,0.2,0.3825000090524554
4280,,,0,4767,107,138.19584983000001,2.94,,,,,,,,,,,
4320,38.409908294677734,3.0,,,,,,-0.01128029867075384,1070,9099.20436706543,0.021121357,-3.8812046349048615,2779.274169921875,0.8873889446258545,0.0003,0.06400120258331299,0.2,0.24250000528991222
4320,,,0,4785,108,137.85772059999996,3.01,,,,,,,,,,,
4360,234.13029384613037,5.0,,,,,,-0.037679084725386926,1080,6749.349201965332,0.026657227,-3.8783809155225755,5513.19921875,0.8869621157646179,0.0003,0.06807255744934082,0.2,0.3775000089779496
4360,,,0,4854,109,134.05332355000002,3.01,,,,,,,,,,,
4400,168.55586862564087,5.0,,,,,,-0.0038137960638414347,1090,8177.119343566895,0.006595968,-3.877087354660034,4569.66943359375,0.8857650756835938,0.0003,-0.0013712644577026367,0.2,0.20250000432133675
4400,,,0,4875,110,141.28408582,3.03,,,,,,,,,,,
4440,348.6509323120117,5.0,,,,,,0.003038849560834933,1100,14745.274125671387,0.03930401,-3.8760064840316772,1560.1146240234375,0.8875044584274292,0.0003,0.020201563835144043,0.2,0.20500000454485418
4440,,,0,4894,111,140.57345831,3.07,,,,,,,,,,,
4480,121.3465747833252,4.0,,,,,,-0.0027753947750898066,1110,15032.84880065918,0.004747237,-3.876700499653816,13719.845703125,0.8856651782989502,0.0003,0.049124181270599365,0.2,0.25750000569969417
4480,,,0,4916,112,136.61152266999997,3.05,,,,,,,,,,,
4520,13.279725551605225,3.0,,,,,,-0.013576715542585594,1120,7818.904167938233,0.065045774,-3.8685042053461074,2926.776611328125,0.8830083608627319,0.0003,0.05937546491622925,0.2,0.29250000733882187
4520,,,0,4935,113,140.62707754,3.1,,,,,,,,,,,
4560,121.53977108001709,5.0,,,,,,-0.009778294951684075,1130,7902.45345916748,0.014922626,-3.8627494901418684,4249.64501953125,0.882107138633728,0.0003,0.05235159397125244,0.2,0.287500006146729
4560,,,0,4950,114,148.21689178,3.24,,,,,,,,,,,
4600,130.91455841064453,4.0,,,,,,-0.010414071636041623,1140,10088.673803138732,0.083939075,-3.856295531988144,1229.659912109375,0.8787657618522644,0.0003,0.10754859447479248,0.2,0.35500000827014444
4600,,,0,4969,115,158.42719267,3.36,,,,,,,,,,,
4640,519.1528167724609,5.0,,,,,,-0.04307028394716328,1150,15405.259378814697,0.017605321,-3.843363106250763,8726.8974609375,0.8757309913635254,0.0003,0.1179550290107727,0.2,0.2775000067427754
4640,,,0,4989,116,162.25432186999998,3.31,,,,,,,,,,,
4680,298.9708366394043,5.0,,,,,,-0.03475595961535873,1160,22308.887469482423,0.024604185,-3.8387202471494675,6997.419921875,0.8756265640258789,0.0003,0.043678879737854004,0.2,0.407500009983778
4680,,,0,5010,117,177.91592903,3.43,,,,,,,,,,,
4720,210.62078475952148,5.0,,,,,,-0.03949892414020724,1170,12689.069374084473,0.013816124,-3.835569700598717,10741.0087890625,0.8742896914482117,0.0003,0.08530324697494507,0.2,0.28500000648200513
4720,,,0,5030,118,181.00614195000003,3.48,,,,,,,,,,,
4760,89.81842803955078,2.0,,,,,,0.002698964238952617,1180,10843.927736663818,0.010199514,-3.829935848712921,4346.859375,0.8717317581176758,0.0003,0.06647497415542603,0.2,0.18000000324100257
4760,,,0,5051,119,171.78217638,3.42,,,,,,,,,,,
4800,433.4314022064209,5.0,,,,,,-0.02593790826373151,1190,17864.920875549316,0.021498008,-3.822220093011856,20065.7578125,0.870719850063324,0.0003,-0.05470240116119385,0.2,0.37000000923871995
4800,,,0,5076,120,171.68366939999999,3.38,,,,,,,,,,,
4840,-5.0,1.0,,,,,,-0.01176080889643345,1200,15122.092718505859,0.006130643,-3.8160929679870605,6039.42431640625,0.8681091666221619,0.0003,-0.01319432258605957,0.2,0.15250000301748515
4840,,,0,5096,121,178.12891952,3.48,,,,,,,,,,,
4880,211.31387424468994,5.0,,,,,,-0.03342921972733166,1210,13495.337466430665,0.024827242,-3.8061050921678543,15069.0322265625,0.8658407926559448,0.0003,0.04715609550476074,0.2,0.26750000603497026
4880,,,0,5162,122,176.37425814,3.39,,,,,,,,,,,
4920,417.38104248046875,5.0,,,,,,-0.005227268019516484,1220,12043.929898071288,0.009308614,-3.7974854171276093,7777.48974609375,0.8635265231132507,0.0003,0.04103201627731323,0.2,0.1200000025331974
4920,,,0,5184,123,171.42126202,3.35,,,,,,,,,,,
4960,307.4174861907959,5.0,,,,,,-0.0175202447875904,1230,18031.440534973146,0.032543942,-3.791161832213402,19643.111328125,0.862812876701355,0.0003,0.06407409906387329,0.2,0.18000000342726707
4960,,,0,5209,124,169.39713426999998,3.35,,,,,,,,,,,
5000,114.85391998291016,3.0,,,,,,0.0019200592815195705,1240,10105.95578918457,0.009623532,-3.789370393753052,3995.049560546875,0.8623192310333252,0.0003,0.11343955993652344,0.2,0.1375000026077032
5000,,,0,5230,125,157.22448556999998,3.3,,,,,,,,,,,
5040,216.9561653137207,5.0,,,,,,-0.009815266652440192,1250,10306.221224975587,0.009441398,-3.7863443940877914,3555.138671875,0.8612377047538757,0.0003,0.048288941383361816,0.2,0.23000000435858964
5040,,,0,5251,126,155.37007546,3.31,,,,,,,,,,,
5080,181.454195022583,4.0,,,,,,-0.013392388995780491,1260,10414.266569519043,0.023022844,-3.776063525676727,2308.259765625,0.8562862277030945,0.0003,0.004517257213592529,0.2,0.18250000290572643
5080,,,0,5311,127,149.46366441,3.18,,,,,,,,,,,
5120,15.542680740356445,3.0,,,,,,0.0113365231667649,1270,8086.577011108398,0.034845166,-3.7624202609062194,1785.7843017578125,0.8552812933921814,0.0003,-0.01253652572631836,0.2,0.31000000666826966
5120,,,0,5331,128,150.88091321000005,3.2,,,,,,,,,,,
5160,281.26409339904785,5.0,,,,,,0.03837709820914825,1280,10010.12540435791,0.07927462,-3.767078456282616,4081.02001953125,0.8573152422904968,0.0003,0.07160711288452148,0.2,0.5675000118091702
5160,,,0,5350,129,151.51132400999998,3.24,,,,,,,,,,,
5200,263.94766426086426,5.0,,,,,,-0.023099083688866817,1290,8416.49739074707,0.015027384,-3.761054295301437,3107.914794921875,0.8532719612121582,0.0003,0.08729016780853271,0.2,0.32500000707805154
5200,,,0,5368,130,164.96714357000005,3.42,,,,,,,,,,,
5240,19.017608642578125,2.0,,,,,,-0.0031985444850397117,1300,8912.748260498047,0.010070745,-3.7529725074768066,3059.9033203125,0.8515108823776245,0.0003,0.24854880571365356,0.2,0.14750000312924386
5240,,,0,5409,131,164.88254168,3.42,,,,,,,,,,,
5280,141.64815139770508,3.0,,,,,,-0.008191896245771203,1310,9622.723754882812,0.023934148,-3.7481876581907274,6279.568359375,0.8504148721694946,0.0003,0.00244295597076416,0.2,0.15250000320374965
5280,,,0,5431,132,155.16969705000002,3.4,,,,,,,,,,,
5320,337.2665901184082,5.0,,,,,,3.411658529333117e-05,1320,8317.754841613769,0.010938612,-3.7431543707847594,4706.560546875,0.8486441373825073,0.0003,0.12465018033981323,0.2,0.032500000670552254
5320,,,0,5454,133,155.19351129999998,3.37,,,,,,,,,,,
5360,445.3285217285156,5.0,,,,,,0.013991436979995341,1330,8937.738731384277,0.015921157,-3.732408347725868,10724.24609375,0.8451029062271118,0.0003,0.04402291774749756,0.2,0.28750000670552256
5360,,,0,5476,134,162.96758289,3.4,,,,,,,,,,,
5400,241.3114743232727,5.0,,,,,,-0.036073506528919094,1340,23067.277069091797,0.05565852,-3.7227056562900542,16990.720703125,0.8422090411186218,0.0003,0.036162376403808594,0.2,0.2325000036507845
5400,,,0,5496,135,162.25248331999998,3.41,,,,,,,,,,,
5440,103.8690299987793,4.0,,,,,,-0.003139803167696298,1350,10132.05673828125,0.0101207,-3.7137467086315157,3182.729736328125,0.8412908315658569,0.0003,-0.04728984832763672,0.2,0.11500000189989805
5440,,,0,5516,136,178.69328484000002,3.62,,,,,,,,,,,
5480,287.11478424072266,5.0,,,,,,-0.0013917500076786383,1360,15084.827828979493,0.012060473,-3.7143727391958237,12033.63671875,0.8431739211082458,0.0003,0.0368729829788208,0.2,0.1350000025704503
5480,,,0,5534,137,180.61633611999994,3.75,,,,,,,,,,,
5520,171.34916305541992,5.0,,,,,,-0.017263423086478723,1370,9611.719348144532,0.016500976,-3.7177098035812377,3710.749755859375,0.8429358005523682,0.0003,0.13867264986038208,0.2,0.182500003837049
5520,,,0,5557,138,177.81261684,3.64,,,,,,,,,,,
5560,25.1297607421875,2.0,,,,,,-0.021748330541304317,1380,17008.408757019042,0.011897333,-3.7113700181245806,12939.1630859375,0.8402578234672546,0.0003,0.056174278259277344,0.2,0.1300000024959445
5560,,,0,5576,139,170.67583671,3.55,,,,,,,,,,,
5600,7.588906288146973,2.0,,,,,,-0.01151263760701111,1390,8981.102173614501,0.053276554,-3.709013879299164,2103.54931640625,0.8421663045883179,0.0003,0.07397288084030151,0.2,0.3675000090152025
5600,,,1,5596,140,177.67130794000002,3.55,,,,,,,,,,,
5640,209.23749923706055,4.0,,,,,,-0.018876627705067216,1400,15410.498672485352,0.011164201,-3.7125143259763718,12800.6826171875,0.8412454128265381,0.0003,0.05844849348068237,0.2,0.19500000402331352
5640,,,1,5616,141,181.27146623000002,3.59,,,,,,,,,,,
5680,69.47591400146484,2.0,,,,,,-0.03079680043145343,1410,10709.65023803711,0.01318236,-3.707022970914841,5887.5439453125,0.8400546312332153,0.0003,-0.009220242500305176,0.2,0.25000000540167094
5680,,,1,5636,142,181.63176302,3.55,,,,,,,,,,,
5720,381.9900360107422,5.0,,,,,,-0.03039865754748462,1420,11599.31321258545,0.029981226,-3.7048162847757338,8170.54345703125,0.8405327796936035,0.0003,0.04841756820678711,0.2,0.36750000789761544
5720,,,1,5652,143,194.56771914,3.69,,,,,,,,,,,
5760,290.7444877624512,5.0,,,,,,-0.005439252517535386,1430,7592.948585510254,0.0062634945,-3.704044672846794,5230.8037109375,0.8404023051261902,0.0003,0.25580573081970215,0.2,0.11500000189989805
5760,,,1,5669,144,188.51841498,3.63,,,,,,,,,,,
5800,393.51941680908203,5.0,,,,,,-0.007159746430697833,1440,11602.298641967773,0.034851864,-3.704459995031357,8179.17822265625,0.8401574492454529,0.0003,0.03363460302352905,0.2,0.13250000290572644
5800,,,1,5691,145,186.59341207999998,3.6,,,,,,,,,,,
5840,412.7269859313965,5.0,,,,,,-0.020116064688481837,1450,14222.215118408203,0.0075178565,-3.6989878356456756,3190.42724609375,0.8379892110824585,0.0003,0.13123327493667603,0.2,0.12250000219792127
5840,,,1,5709,146,202.69020369999998,3.66,,,,,,,,,,,
5880,232.9132080078125,3.0,,,,,,-0.016843620073050257,1460,17662.741426086424,0.05012098,-3.6938187539577485,5452.0732421875,0.837161660194397,0.0003,0.16453254222869873,0.2,0.2700000055134296
5880,,,1,5731,147,202.15222123999993,3.68,,,,,,,,,,,
5920,39.534034729003906,2.0,,,,,,-0.019755823369050594,1470,9532.30510406494,0.022434898,-3.6902433723211288,2529.45703125,0.8374010920524597,0.0003,0.18773126602172852,0.2,0.3200000083073974
5920,,,1,5747,148,208.45525146000003,3.72,,,,,,,,,,,
5960,91.38670539855957,4.0,,,,,,-0.015592892995337015,1480,14670.034197998048,0.026917908,-3.6933343321084977,4594.25,0.8392409682273865,0.0003,0.033845603466033936,0.2,0.2775000063702464
5960,,,1,5767,149,219.01360703999998,3.79,,,,,,,,,,,
6000,353.6831741333008,5.0,,,,,,-0.01302764397496503,1490,9795.291217041016,0.02096017,-3.6923898100852965,2694.788818359375,0.8369890451431274,0.0003,0.1931629776954651,0.2,0.2950000064447522
6000,,,1,5812,150,210.8237788,3.72,,,,,,,,,,,
6040,384.3871612548828,5.0,,,,,,-0.011457871512975526,1500,13678.24560699463,0.0108476095,-3.686435526609421,9552.51171875,0.8372974395751953,0.0003,0.09584051370620728,0.2,0.08500000145286321
6040,,,1,5835,151,213.88386898000002,3.76,,,,,,,,,,,
6080,298.78081130981445,5.0,,,,,,-0.0022684798735281174,1510,13392.460833740235,0.005099212,-3.685270127654076,8251.4765625,0.8354427218437195,0.0003,0.07397913932800293,0.2,0.0775000013411045
6080,,,1,5860,152,197.66434739,3.52,,,,,,,,,,,
6120,310.3383045196533,5.0,,,,,,-0.013544343608227793,1520,13540.940791320802,0.0073203105,-3.6759895622730254,10052.3134765625,0.8316380381584167,0.0003,-0.015894651412963867,0.2,0.12750000189989805
6120,,,1,5878,153,196.90944132999996,3.57,,,,,,,,,,,
6160,478.67162704467773,5.0,,,,,,0.00274948538921308,1530,10541.428096008302,0.041708242,-3.6574168860912324,2090.96142578125,0.8274170756340027,0.0003,0.034166157245635986,0.2,0.36000000704079865
6160,,,1,5900,154,190.56584994000002,3.54,,,,,,,,,,,
6200,254.21868515014648,5.0,,,,,,-0.032764644831840994,1540,11231.171936035156,0.012855191,-3.6472074538469315,4905.85986328125,0.8256937861442566,0.0003,0.08519208431243896,0.2,0.1875000037252903
6200,,,1,5922,155,182.40955586,3.46,,,,,,,,,,,
6240,399.44797134399414,5.0,,,,,,-0.026062632921457406,1550,9166.687237548827,0.022717804,-3.644003966450691,6146.916015625,0.8262889385223389,0.0003,0.10143256187438965,0.2,0.2575000053271651
6240,,,1,5942,156,183.85124014999997,3.45,,,,,,,,,,,
6280,225.91936874389648,4.0,,,,,,-0.006133339855587105,1560,14828.058311462402,0.007260739,-3.6439541816711425,8551.7783203125,0.8257457613945007,0.0003,0.126470685005188,0.2,0.17250000350177289
6280,,,1,5965,157,177.95693701,3.36,,,,,,,,,,,
6320,-5.0,1.0,,,,,,-0.026763153949868855,1570,15179.55991821289,0.017619442,-3.6393585801124573,4812.7841796875,0.8244917392730713,0.0003,0.0518566370010376,0.2,0.2200000049546361
6320,,,1,5987,158,171.18678432999997,3.26,,,,,,,,,,,
6360,239.02578735351562,3.0,,,,,,-0.008311188332590947,1580,12394.700024414062,0.02224395,-3.6330771893262863,2488.826171875,0.8224055171012878,0.0003,-0.025923490524291992,0.2,0.31000000759959223
6360,,,1,6036,159,171.71690353999998,3.22,,,,,,,,,,,
6400,208.60918045043945,4.0,,,,,,0.01456757198386185,1590,13849.76781616211,0.06249114,-3.6279195845127106,14439.173828125,0.8226380348205566,0.0003,0.05041933059692383,0.2,0.21000000480562447
6400,,,1,6055,160,185.30625928,3.35,,,,,,,,,,,
